Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,kg CO2 eq/kg de produit
"viandes, œufs, poissons",œufs,"Oeuf, jaune (jaune d'oeuf), cru",0.00969
"viandes, œufs, poissons",œufs,"Oeuf, jaune (jaune d'oeuf), cuit",0.0107
"viandes, œufs, poissons",œufs,"Oeuf, jaune (jaune d'oeuf), en poudre",0.00908
"viandes, œufs, poissons",œufs,"Oeuf, poché",0.0102
"viandes, œufs, poissons",viandes crues,"Oie, viande crue",0.0181
"viandes, œufs, poissons",viandes crues,"Oie, viande et peau, crue",0.0181
"viandes, œufs, poissons",viandes cuites,"Oie, viande et peau, rôtie/cuite au four",0.0242
"viandes, œufs, poissons",viandes cuites,"Oie, viande, rôtie/cuite au four",0.0242
"viandes, œufs, poissons",poissons crus,"Omble chevalier, cru",0.0239
"viandes, œufs, poissons",œufs,Omelette au fromage,0.00988
"viandes, œufs, poissons",œufs,Omelette aux champignons,0.00986
"viandes, œufs, poissons",œufs,Omelette aux fines herbes,0.00946
"viandes, œufs, poissons",œufs,Omelette aux lardons,0.0114
"viandes, œufs, poissons",charcuteries,Oreille de porc demi-sel,0.0056
"viandes, œufs, poissons",poissons crus,"Orphie commune, crue",0.0221
"viandes, œufs, poissons",charcuteries,Pancetta ou Poitrine roulée sèche,0.0342
"viandes, œufs, poissons",poissons cuits,"Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit",0.0493
"viandes, œufs, poissons",poissons crus,"Pangasius ou Poisson-chat, cru",0.06
"viandes, œufs, poissons",charcuteries,Pâté au poivre vert,12
"viandes, œufs, poissons",charcuteries,Pâté breton,12
"viandes, œufs, poissons",charcuteries,Pâté de foie de porc,12
"viandes, œufs, poissons",charcuteries,"Pâté de foie de porc, supérieur",12
"viandes, œufs, poissons",charcuteries,Pâté de foie de volaille,12
"viandes, œufs, poissons",charcuteries,Pâté de foie d'oie,12
"viandes, œufs, poissons",charcuteries,Pâté de gibier,12
"viandes, œufs, poissons",charcuteries,Pâté de lapin,0.0145
"viandes, œufs, poissons",charcuteries,Pâté en croûte,0.0241
"viandes, œufs, poissons",charcuteries,Pâté ou terrine aux champignons (forestier),0.0067
"viandes, œufs, poissons",charcuteries,Pâté ou terrine de campagne,12
"viandes, œufs, poissons",mollusques et crustacés crus,"Pecten d'Amérique ou Peigne du canada, noix, crue",131
"viandes, œufs, poissons",poissons crus,"Perche du Nil, crue",0.0258
"viandes, œufs, poissons",poissons crus,"Perche, crue",0.0239
"viandes, œufs, poissons",poissons cuits,"Perche, rôtie/cuite au four",0.0291
"viandes, œufs, poissons",mollusques et crustacés crus,"Pétoncle ou Peigne du Pérou, noix, crue",131
"viandes, œufs, poissons",charcuteries,Pied de porc demi-sel,0.00704
"viandes, œufs, poissons",viandes cuites,"Pigeon, viande, rôtie/cuite au four",0.0242
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Pilchard, sauce tomate, appertisé, égoutté",0.0399
"viandes, œufs, poissons",viandes crues,"Pintade, crue",0.0181
"viandes, œufs, poissons",viandes crues,"Pintade, cuisse, crue",0.0181
"viandes, œufs, poissons",viandes crues,"Pintade, poitrine, crue",0.0178
"viandes, œufs, poissons",poissons crus,"Plie commune, crue",225
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Poisson pané, frit",0.16
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Poisson pané, surgelé, cru",155
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Poisson, croquette ou beignet ou nuggets, frit",152
"viandes, œufs, poissons",charcuteries,Poitrine de porc demi-sel,0.0166
"viandes, œufs, poissons",charcuteries,"Poitrine de porc, fumée, crue",0.0127
"viandes, œufs, poissons",viandes crues,"Porc, bardière découennée, crue",0.00375
"viandes, œufs, poissons",viandes crues,"Porc, carré, cru",0.0222
"viandes, œufs, poissons",viandes cuites,"Porc, carré, cuit",0.0283
"viandes, œufs, poissons",viandes crues,"Porc, côte, crue",0.0222
"viandes, œufs, poissons",viandes cuites,"Porc, côte, grillée",0.0283
"viandes, œufs, poissons",viandes crues,"Porc, échine, crue",22
"viandes, œufs, poissons",viandes cuites,"Porc, échine, rôtie/cuite au four",28
"viandes, œufs, poissons",viandes crues,"Porc, épaule, crue",0.0177
"viandes, œufs, poissons",viandes cuites,"Porc, épaule, cuite",0.0226
"viandes, œufs, poissons",viandes crues,"Porc, escalope de jambon, crue",22
"viandes, œufs, poissons",viandes cuites,"Porc, escalope de jambon, cuite",28
"viandes, œufs, poissons",viandes crues,"Porc, filet mignon, cru",22
"viandes, œufs, poissons",viandes cuites,"Porc, filet mignon, cuit",28
"viandes, œufs, poissons",viandes crues,"Porc, filet, maigre, cru",22
"viandes, œufs, poissons",viandes cuites,"Porc, filet, maigre, en rôti, cuit",28
"viandes, œufs, poissons",viandes crues,"Porc, gorge, découennée, crue",13
"viandes, œufs, poissons",viandes crues,"Porc, hachage sans jarret, sans bateau, découenné, dégraisssé, désossé, cru",22
"viandes, œufs, poissons",viandes crues,"Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru",0.0276
"viandes, œufs, poissons",viandes crues,"Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru",0.0222
"viandes, œufs, poissons",viandes crues,"Porc, jarret, cru",0.0222
"viandes, œufs, poissons",viandes crues,"Porc, longe, crue",22
"viandes, œufs, poissons",viandes cuites,"Porc, longe, cuite",28
"viandes, œufs, poissons",viandes crues,"Porc, maigre 80/20, cru",22
"viandes, œufs, poissons",viandes crues,"Porc, maigre 90/10, cru",22
"viandes, œufs, poissons",viandes crues,"Porc, palette, découennée, dégraisssée, désossée, crue",22
"viandes, œufs, poissons",viandes crues,"Porc, poitrine cutter, sans mouille, crue",13
"viandes, œufs, poissons",viandes crues,"Porc, poitrine, crue",22
"viandes, œufs, poissons",viandes crues,"Porc, rôti filet avec chaînette, cru",22
"viandes, œufs, poissons",viandes crues,"Porc, rôti, cru",22
"viandes, œufs, poissons",viandes cuites,"Porc, rôti, cuit",28
"viandes, œufs, poissons",viandes crues,"Porc, rouelle de jambon, crue",22
"viandes, œufs, poissons",viandes cuites,"Porc, rouelle de jambon, cuite",28
"viandes, œufs, poissons",viandes cuites,"Porc, travers, braisé",0.0283
"viandes, œufs, poissons",viandes crues,"Porc, travers, cru",0.0222
"viandes, œufs, poissons",viandes crues,"Poule, cuisse, crue",0.0181
"viandes, œufs, poissons",viandes crues,"Poule, viande ,crue",0.0181
"viandes, œufs, poissons",viandes crues,"Poule, viande et peau, crue",0.0181
"viandes, œufs, poissons",viandes crues,"Poulet (var. blanc), viande et peau, cru",0.0181
"viandes, œufs, poissons",viandes crues,"Poulet éviscéré sans abats, cru",0.0181
"viandes, œufs, poissons",viandes crues,"Poulet fermier, viande et peau, cru",0.0181
"viandes, œufs, poissons",viandes crues,"Poulet, aile, viande et peau, cru",0.0181
"viandes, œufs, poissons",viandes cuites,"Poulet, aile, viande et peau, rôti/cuit au four",0.0242
"viandes, œufs, poissons",autres produits à base de viande,"Poulet, croquette panée ou nuggets",0.0132
"viandes, œufs, poissons",viandes cuites,"Poulet, cuisse, viande et peau, bouilli/cuit à l'eau",0.0242
"viandes, œufs, poissons",viandes crues,"Poulet, cuisse, viande et peau, cru",0.0181
"viandes, œufs, poissons",viandes cuites,"Poulet, cuisse, viande et peau, rôtie/cuite au four",0.0242
"viandes, œufs, poissons",viandes cuites,"Poulet, cuisse, viande, bouilli/cuit à l'eau",0.0242
"viandes, œufs, poissons",viandes crues,"Poulet, cuisse, viande, cru",0.0181
"viandes, œufs, poissons",viandes cuites,"Poulet, cuisse, viande, rôti/cuit au four",0.0242
"viandes, œufs, poissons",autres produits à base de viande,"Poulet, escalope panée",0.0238
"viandes, œufs, poissons",viandes crues,"Poulet, filet, sans peau, cru",0.0178
"viandes, œufs, poissons",viandes cuites,"Poulet, filet, sans peau, cuit",0.0237
"viandes, œufs, poissons",viandes crues,"Poulet, haut de cuisse, viande, cru",0.0181
"viandes, œufs, poissons",autres produits à base de viande,"Poulet, manchons marinés, rôtis/cuits au four",0.0185
"viandes, œufs, poissons",viandes crues,"Poulet, pilon, cru",0.0181
"viandes, œufs, poissons",viandes crues,"Poulet, poitrine, viande et peau, cru",0.0178
"viandes, œufs, poissons",viandes cuites,"Poulet, poitrine, viande et peau, rôti/cuit au four",0.0237
"viandes, œufs, poissons",viandes crues,"Poulet, viande et peau, cru",0.0144
"viandes, œufs, poissons",viandes cuites,"Poulet, viande et peau, rôti/cuit au four",0.0193
"viandes, œufs, poissons",viandes crues,"Poulet, viande, crue",0.0144
"viandes, œufs, poissons",substituts de viande,Protéine de soja texturée,0.00182
"viandes, œufs, poissons",substituts de viande,"Protéine de soja texturée, réhydratée",0.00439
"viandes, œufs, poissons",charcuteries,"Quenelle de poisson, crue",0.0676
"viandes, œufs, poissons",charcuteries,"Quenelle de poisson, en sauce",0.0679
"viandes, œufs, poissons",charcuteries,"Quenelle de veau, en sauce",0.0121
"viandes, œufs, poissons",charcuteries,"Quenelle de volaille, crue",0.0142
"viandes, œufs, poissons",charcuteries,"Quenelle de volaille, en sauce",0.0144
"viandes, œufs, poissons",charcuteries,"Quenelle nature, crue",0.00599
"viandes, œufs, poissons",poissons crus,"Raie, crue",225
"viandes, œufs, poissons",poissons cuits,"Raie, cuite au court-bouillon",275
"viandes, œufs, poissons",poissons cuits,"Raie, rôtie/cuite au four",275
"viandes, œufs, poissons",poissons crus,"Rascasse, crue",225
"viandes, œufs, poissons",poissons cuits,"Rascasse, cuite à la vapeur",275
"viandes, œufs, poissons",poissons crus,"Requin, cru",225
"viandes, œufs, poissons",charcuteries,Rillettes de canard,12
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Rillettes de maquereau,132
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Rillettes de poisson,0.0361
"viandes, œufs, poissons",charcuteries,Rillettes de poulet,12
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Rillettes de saumon,132
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Rillettes de thon,0.0361
"viandes, œufs, poissons",charcuteries,Rillettes de Tours,12
"viandes, œufs, poissons",charcuteries,Rillettes d'oie,12
"viandes, œufs, poissons",charcuteries,Rillettes du Mans,12
"viandes, œufs, poissons",charcuteries,Rillettes pur oie,12
"viandes, œufs, poissons",charcuteries,Rillettes pur porc,12
"viandes, œufs, poissons",charcuteries,Rillettes traditionnelles de porc,12
"viandes, œufs, poissons",viandes crues,"Ris, agneau, cru",0.0427
"viandes, œufs, poissons",viandes cuites,"Ris, agneau, cuit",0.0587
"viandes, œufs, poissons",viandes cuites,"Ris, veau, braisé ou sauté/poêlé",0.0572
"viandes, œufs, poissons",viandes crues,"Ris, veau, cru",0.0416
"viandes, œufs, poissons",viandes cuites,"Rognon, agneau, braisé",47
"viandes, œufs, poissons",viandes crues,"Rognon, agneau, cru",0.0341
"viandes, œufs, poissons",viandes crues,"Rognon, boeuf, cru",32
"viandes, œufs, poissons",viandes cuites,"Rognon, boeuf, cuit",0.0441
"viandes, œufs, poissons",viandes crues,"Rognon, porc, cru",0.0045
"viandes, œufs, poissons",viandes cuites,"Rognon, porc, cuit",0.00642
"viandes, œufs, poissons",viandes cuites,"Rognon, veau, braisé ou sauté/poêlé",0.0457
"viandes, œufs, poissons",viandes crues,"Rognon, veau, cru",0.0332
"viandes, œufs, poissons",charcuteries,Rond de jambon cuit,0.0184
"viandes, œufs, poissons",charcuteries,Rosette ou Fuseau,0.0122
"viandes, œufs, poissons",charcuteries,"Rôti de volaille en salaison, cuit",0.0237
"viandes, œufs, poissons",poissons crus,"Rouget-barbet de roche, cru",0.12
"viandes, œufs, poissons",poissons crus,"Rouget-barbet de roche, vapeur",147
"viandes, œufs, poissons",poissons crus,"Rouget-barbet, filet avec peau, surgelé, cru (Thaïlande, Sénégal…)",128
"viandes, œufs, poissons",charcuteries,Roulade de porc pistachée,0.0225
"viandes, œufs, poissons",poissons crus,"Roussette ou petite roussette ou saumonette, crue",225
"viandes, œufs, poissons",poissons cuits,"Roussette ou petite roussette ou saumonette, cuite",275
"viandes, œufs, poissons",poissons crus,"Sabre, cru",225
"viandes, œufs, poissons",poissons crus,"Saint-Pierre, cru",225
"viandes, œufs, poissons",charcuteries,Salami,0.0122
"viandes, œufs, poissons",charcuteries,Salami porc et boeuf,0.0124
"viandes, œufs, poissons",charcuteries,Salami pur porc,0.0122
"viandes, œufs, poissons",charcuteries,Salami type danois,0.0122
"viandes, œufs, poissons",viandes crues,"Sang, boeuf, cru",0.0397
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Sardine, à l'huile d'olive, appertisée, égouttée",0.0399
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Sardine, à l'huile, appertisée, égouttée",0.0399
"viandes, œufs, poissons",poissons crus,"Sardine, crue",0.0221
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés",0.0399
"viandes, œufs, poissons",poissons cuits,"Sardine, grillée",27
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Sardine, sauce tomate, appertisée, égouttée",0.0399
"viandes, œufs, poissons",charcuteries,Saucisse alsacienne fumée ou Gendarme,0.0173
"viandes, œufs, poissons",charcuteries,Saucisse cocktail,0.0209
"viandes, œufs, poissons",charcuteries,Saucisse de bière,11
"viandes, œufs, poissons",charcuteries,Saucisse de foie,0.0169
"viandes, œufs, poissons",charcuteries,Saucisse de Francfort,11
"viandes, œufs, poissons",charcuteries,Saucisse de jambon pur porc,11
"viandes, œufs, poissons",charcuteries,Saucisse de Montbéliard,0.0173
"viandes, œufs, poissons",charcuteries,Saucisse de Morteau,0.0173
"viandes, œufs, poissons",charcuteries,"Saucisse de Morteau, bouillie/cuite à l'eau",0.0173
"viandes, œufs, poissons",charcuteries,Saucisse de Strasbourg ou Knack,0.0209
"viandes, œufs, poissons",charcuteries,"Saucisse de Toulouse, crue",0.0309
"viandes, œufs, poissons",charcuteries,"Saucisse de Toulouse, cuite",0.0315
"viandes, œufs, poissons",charcuteries,"Saucisse de volaille, façon charcutière",0.0279
"viandes, œufs, poissons",charcuteries,"Saucisse de volaille, type Knack",0.0244
"viandes, œufs, poissons",charcuteries,Saucisse sèche,0.0124
"viandes, œufs, poissons",substituts de charcuterie,"Saucisse végétale au blé ou seitan, préemballé",0.00573
"viandes, œufs, poissons",substituts de charcuterie,"Saucisse végétale au tofu (convient aux véganes ou végétaliens), préemballée",0.00385
"viandes, œufs, poissons",charcuteries,"Saucisse viennoise, crue",0.0309
"viandes, œufs, poissons",charcuteries,Saucisson à l'ail,0.0219
"viandes, œufs, poissons",charcuteries,"Saucisson brioché, cuit",0.00994
"viandes, œufs, poissons",charcuteries,Saucisson cuit pur porc,0.0157
"viandes, œufs, poissons",charcuteries,Saucisson de Paris,0.0125
"viandes, œufs, poissons",charcuteries,"Saucisson de Paris, fumé",0.0125
"viandes, œufs, poissons",charcuteries,Saucisson sec,0.0122
"viandes, œufs, poissons",charcuteries,Saucisson sec aux noix et/ou noisettes,0.0124
"viandes, œufs, poissons",charcuteries,Saucisson sec pur porc,0.0122
"viandes, œufs, poissons",charcuteries,"Saucisson sec pur porc, qualité supérieure",0.0122
"viandes, œufs, poissons",poissons cuits,Saumon fumé,0.0351
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Saumon, appertisé, égoutté",0.0381
"viandes, œufs, poissons",poissons cuits,"Saumon, bouilli/cuit à l'eau, élevage",0.0313
"viandes, œufs, poissons",poissons crus,"Saumon, cru, élevage",0.0256
"viandes, œufs, poissons",poissons cuits,"Saumon, cuit à la vapeur",0.0313
"viandes, œufs, poissons",poissons cuits,"Saumon, cuit au micro-ondes, élevage",31
"viandes, œufs, poissons",poissons cuits,"Saumon, élevage, rôti/cuit au four",0.0313
"viandes, œufs, poissons",poissons cuits,"Saumon, grillé/poêlé",0.0312
"viandes, œufs, poissons",poissons crus,"Saupe, crue",0.12
"viandes, œufs, poissons",poissons crus,"Sébaste du nord, ou dorade sébaste, ou daurade sébaste, crue",225
"viandes, œufs, poissons",substituts de viande,"Seitan, préemballé",0.00333
"viandes, œufs, poissons",poissons crus,"Sole tropicale ou Sole langue, crue",0.12
"viandes, œufs, poissons",poissons cuits,"Sole, bouillie/cuite à l'eau",146
"viandes, œufs, poissons",poissons crus,"Sole, crue",0.12
"viandes, œufs, poissons",poissons cuits,"Sole, cuite à la vapeur",146
"viandes, œufs, poissons",poissons cuits,"Sole, frite",146
"viandes, œufs, poissons",poissons cuits,"Sole, poêlée",146
"viandes, œufs, poissons",poissons cuits,"Sole, rôtie/cuite au four",0.12
"viandes, œufs, poissons",substituts de charcuterie,"Spécialité végétale type jambon cuit, préemballée",0.00438
"viandes, œufs, poissons",poissons crus,"Sprat, cru",0.0221
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Surimi, bâtonnets, tranche ou râpé saveur crabe",115
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Surimi, fourré au fromage",115
"viandes, œufs, poissons",poissons crus,"Tacaud, cru",225
"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Tarama, préemballé",0.00466
